month,ret_ks_off,ret_ks_on
2020-02,-0.07202161673333118,-0.07202161673333118
2020-03,0.007099802728235183,0.007099802728235183
2020-04,0.026990417998924432,0.026990417998924432
2020-05,0.04765080237983432,0.04765080237983432
2020-06,0.00725263729030412,0.00725263729030412
2020-07,0.025925360967079536,0.025925360967079536
2020-08,0.0034081663003784346,0.0034081663003784346
2020-09,0.0004785434694347668,0.0004785434694347668
2020-10,0.022373456069988196,0.022373456069988196
2020-11,0.053065081547648774,0.053065081547648774
2020-12,-0.016770054571725423,-0.016770054571725423
2021-01,-0.008815464164992015,-0.008815464164992015
2021-02,0.02360141816090966,0.02360141816090966
2021-03,0.004794360642401241,0.004794360642401241
2021-04,0.003727604977410648,0.003727604977410648
2021-05,0.0032926297344024746,0.0032926297344024746
2021-06,0.010361451940602562,0.010361451940602562
2021-07,-0.006904841392762595,-0.006904841392762595
2021-08,-0.005932804287821614,-0.005932804287821614
2021-09,0.017625043372323734,0.017625043372323734
2021-10,0.03028945811323558,0.03028945811323558
2021-11,0.0107177079568741,0.0107177079568741
2021-12,0.012806626464626047,0.012806626464626047
2022-01,-0.008130958691928813,-0.008130958691928813
2022-02,0.002076180377931225,0.002076180377931225
2022-03,0.013269239741791505,0.013269239741791505
2022-04,-0.023649347882697014,-0.023649347882697014
2022-05,-0.008882595014375272,-0.008882595014375272
2022-06,0.011933597650860106,0.011933597650860106
2022-07,0.02963942901759653,0.02963942901759653
2022-08,-0.006279434739578482,-0.006279434739578482
2022-09,-0.0037446057448019543,-0.0037446057448019543
2022-10,0.0157027029434047,0.0157027029434047
2022-11,-0.0036148527385390095,-0.0036148527385390095
2022-12,-0.00166486782438946,-0.00166486782438946
2023-01,0.013224557349087895,0.013224557349087895
2023-02,0.0005956559937516648,0.0005956559937516648
2023-03,0.014107900348596436,0.014107900348596436
2023-04,-0.007679915342620025,-0.007679915342620025
2023-05,0.01255008121933976,0.01255008121933976
2023-06,-0.0025517886295323144,-0.0025517886295323144
2023-07,0.012430622106053058,0.012430622106053058
2023-08,-0.006274052370326744,-0.006274052370326744
2023-09,-0.009419715312238064,-0.009419715312238064
2023-10,0.015511352102923315,0.015511352102923315
2023-11,0.005204299048226169,0.005204299048226169
2023-12,-0.0001019325569300289,-0.0001019325569300289
2024-01,-0.0035793548260707464,-0.0035793548260707464
2024-02,-0.0026179251884950183,-0.0026179251884950183
2024-03,-0.004884929239374225,-0.004884929239374225
2024-04,0.013863479962248348,0.013863479962248348
2024-05,-2.2307567654311633e-05,-2.2307567654311633e-05
2024-06,-0.013898636370274997,-0.013898636370274997
2024-07,-0.00030920825217195524,-0.00030920825217195524
2024-08,0.0161981610727866,0.0161981610727866
2024-09,0.017650270862671347,0.017650270862671347
2024-10,0.00847440513486486,0.00847440513486486
2024-11,0.005811506511494091,0.005811506511494091
2024-12,0.006276042209158561,0.006276042209158561
2025-01,0.010919144723261498,0.010919144723261498
2025-02,-0.01709688246963914,-0.01709688246963914
2025-03,-0.026681904283098246,-0.026681904283098246
2025-04,0.027642729275099365,0.027642729275099365
2025-05,0.017248667454192956,0.017248667454192956
2025-06,0.006662193686507889,0.006662193686507889
2025-07,0.007212219494393324,0.007212219494393324
2025-08,0.011592284927707475,0.011592284927707475
2025-09,-0.0029562890317292867,-0.0029562890317292867
2025-10,-0.007403409345319578,-0.007403409345319578
2025-11,0.015758686919398857,0.015758686919398857
2025-12,0.00205220838937592,0.00205220838937592
2026-01,0.0027630477796032338,0.0027630477796032338
2026-02,-0.017048906607165293,-0.017048906607165293
2026-03,0.01437633400875149,0.01437633400875149
2026-04,0.014252850194545141,0.014252850194545141
